Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1974-12-15,Young Frankenstein,7.899,2800000,86273333,Comedy,"monster, experiment, assistant, castle, bride, parody, mad scientist, laboratory, spoof, horror spoof, black and white, scientist, frankenstein",Mel Brooks,"Gene Wilder, Teri Garr, Marty Feldman, Peter Boyle, Cloris Leachman","Crossbow Productions, Gruskoff/Venture Films, Jouer Limited, 20th Century Fox"
1974-11-15,Earthquake,6.113,7000000,79666653,"Action, Drama, Thriller","fire, supermarket, skyscraper, architect, natural disaster, earthquake, flooding, parking garage, national guard, child in peril, billiard hall, disaster, los angeles, california, explosion, motorcycle, destruction, alcoholic, policeman, daredevil, disaster movie, sensurround, dam collapse",Mark Robson,"Charlton Heston, Ava Gardner, George Kennedy, Lorne Greene, GeneviÃ¨ve Bujold","Universal Pictures, The Filmakers Group"
1974-10-18,Airport 1975,5.666,3000000,47000000,"Action, Thriller, Drama","helicopter, husband wife relationship, airplane, cataclysm, airport, based on novel or book, guitar, stewardess, pilot, alcoholism, sequel, aviation, salt lake city, utah, teenage girl, singing nun, mid air collision, airplane accident, los angeles, california, disaster movie",Jack Smight,"Charlton Heston, Karen Black, George Kennedy, Efrem Zimbalist Jr., Susan Clark",Universal Pictures
1974-08-21,The Longest Yard,6.75,2900000,43008075,"Comedy, Drama","prison, sports, american football, georgia, quarterback, palm beach",Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, Michael Conrad, James Hampton",Paramount
1974-07-28,Gone in 60 Seconds,6.146,1000000,40000000,"Action, Crime","helicopter, police, car thief, mustang, grand theft auto, car robbery, eleanor",H.B. Halicki,"H.B. Halicki, Marion Busia, Jerry Daugirda, James McIntyre, George Cole",Halicki Productions
1974-02-12,Herbie Rides Again,6.09,0,38229000,"Romance, Comedy, Family, Fantasy","estate agent, san francisco, california, shopping mall, sequel, urban development, volkswagen beetle, smart car, volkswagon, kÃ¤fer, the love bug",Robert Stevenson,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn",Walt Disney Productions
1974-03-29,"Watch Out, We're Mad",7.421,0,36782781,"Action, Comedy","car race, chase, crime boss, car crash, truck driver, dune buggy, bumper car, buddy movie",Marcello Fondato,"Terence Hill, Bud Spencer, John Sharp, Patty Shepard, Donald Pleasence","Capital Film, Filmayer"
1974-11-22,Murder on the Orient Express,7.147,1400000,35700000,"Drama, Thriller, Mystery","based on novel or book, repayment, detective, passenger, investigation, orient express, snow, whodunit, train, murder mystery, 1930s",Sidney Lumet,"Albert Finney, Lauren Bacall, Martin Balsam, Ingrid Bergman, Jacqueline Bisset","EMI Films, G.W. Films, Paramount, Agatha Christie Limited"
1974-10-01,The Texas Chain Saw Massacre,7.292,140000,30900000,Horror,"van, gas station, sadistic, texas, midnight movie, leatherface, hitchhiker, slaughterhouse, chainsaw, cannibal, family, polaroid, grave robber, brutal violence",Tobe Hooper,"Marilyn Burns, Allen Danziger, Paul A. Partain, William Vail, Teri McMinn","Vortex, Henkel Productions, Hooper Productions"
1974-06-20,Chinatown,7.921,6000000,30000000,"Crime, Drama, Mystery, Thriller","dying and death, sea, pedophilia, rape, mistake in person, river, chinatown, barrage, conspiracy, whodunit, los angeles, california, private detective, neo-noir",Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman","Paramount, Long Road Productions, Penthouse, Robert Evans Company"
1974-03-27,The Great Gatsby,6.305,6500000,26533200,"Drama, Romance","long island, new york, wealth, crush, millionaire",Jack Clayton,"Robert Redford, Mia Farrow, Bruce Dern, Karen Black, Scott Wilson",Paramount
1974-05-23,Thunderbolt and Lightfoot,6.7,4000000,25000000,"Crime, Comedy, Action","friendship, police, road trip, outlaw",Michael Cimino,"Clint Eastwood, Jeff Bridges, Geoffrey Lewis, Catherine Bach, Gary Busey","Malpaso Productions, United Artists"
1974-07-24,Death Wish,6.894,3000000,22000000,"Crime, Drama, Action","new york city, taxi, police, fight, gangster, anti hero, architect, revenge, vigilante, hospital, one man army, one against many, rape and revenge, action hero, vigilante justice",Michael Winner,"Charles Bronson, Hope Lange, Vincent Gardenia, Steven Keats, William Redfield","Landers-Roberts Productions, Dino De Laurentiis Company, Scimitar Films"
1974-12-09,Alice Doesn't Live Here Anymore,6.976,1800000,21000000,"Drama, Romance","waitress, widow, arizona, son, road trip, singer, tucson, arizona, phoenix, arizona",Martin Scorsese,"Ellen Burstyn, Kris Kristofferson, Alfred Lutter, Harvey Keitel, Diane Ladd",Warner Bros. Pictures
1974-08-08,Macon County Line,6.0,225000,18000000,"Drama, Action","sheriff, southern usa, gas station, houseboat, diner, revenge, murder, small town sheriff, military school, death of wife, 1950s",Richard Compton,"Alan Vint, Cheryl Waters, Geoffrey Lewis, Max Baer Jr., Joan Blackman",Max Baer Productions
1974-04-05,The Sugarland Express,6.6,3000000,12800000,"Crime, Drama","prison, police, stadium, kidnapping, hostage, texas, adoption, texas ranger, baby-snatching, based on true story, road trip, on the run, vulgarity, convicted felon, runaway couple, fugitive lovers",Steven Spielberg,"Goldie Hawn, Ben Johnson, Michael Sacks, William Atherton, Gregory Walcott","Universal Pictures, Zanuck/Brown Productions"
1975-06-20,Jaws,7.662,7000000,470653000,"Horror, Thriller, Adventure","dying and death, beach, based on novel or book, bathing, shipwreck, fishing, atlantic ocean, shark attack, police chief, ferry boat, animal attack, long island, new york, dead child, creature, skinny dipping, shark, great white shark, dead dog, child killed by animal, fourth of july, severed leg, fishing boat, animal horror, shark cage",Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Murray Hamilton, Lorraine Gary","Zanuck/Brown Productions, Universal Pictures"
1975-08-14,The Rocky Horror Picture Show,7.5,1200000,112892319,"Comedy, Science Fiction, Fantasy, Horror","sexual identity, rock 'n' roll, transvestism, time warp, transylvania, transvestite, group sex, seduction, castle, sex addiction, musical, based on play or musical, cross dressing, homoeroticism, psychotronic, lgbt interest, horror musical",Jim Sharman,"Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien, Patricia Quinn","Michael White Productions, 20th Century Fox"
1975-11-19,One Flew Over the Cuckoo's Nest,8.422,3000000,108981275,Drama,"mentally disabled, friendship, based on novel or book, nurse, lunatic asylum, insane asylum, oregon, usa, hospital, medication, female villain, shock treatment",MiloÅ¡ Forman,"Jack Nicholson, Brad Dourif, Louise Fletcher, Danny DeVito, William Redfield",Fantasy Films
1975-02-11,Shampoo,6.005,4000000,60000000,"Comedy, Drama","hairdresser, presidential election, los angeles, california, beverly hills, sex comedy, 1960s",Hal Ashby,"Warren Beatty, Julie Christie, Goldie Hawn, Lee Grant, Jack Warden","Columbia Pictures, Persky-Bright Productions"
1975-09-21,Dog Day Afternoon,7.835,1800000,46665856,"Crime, Drama, Thriller","new york city, police, hostage, bank, fbi, heist, bank robbery, brooklyn, new york city, bank cashier, car procession, attica, unhappy marriage, based on magazine, newspaper or article",Sidney Lumet,"Al Pacino, John Cazale, Charles Durning, Chris Sarandon, James Broderick","Artists Entertainment Complex, Warner Bros. Pictures"
1975-05-21,The Return of the Pink Panther,6.798,5000000,41833347,"Mystery, Comedy, Crime","robbery, diamond, cÃ´te d'azur, inspector",Blake Edwards,"Peter Sellers, Christopher Plummer, Catherine Schell, Herbert Lom, Peter Arne","United Artists, Jewel Productions, Pimlico Films, ITC Entertainment"
1975-08-01,Three Days of the Condor,7.303,7800000,41509797,"Thriller, Mystery","cia, office, conspiracy, condor, christmas, political thriller",Sydney Pollack,"Robert Redford, Faye Dunaway, Cliff Robertson, Max von Sydow, John Houseman","Dino De Laurentiis Company, Paramount, Tom Ward Enterprises, Wildwood Enterprises"
1975-08-25,"Cry, Onion!",4.9,0,39598448,"Western, Comedy",spaghetti western,Enzo G. Castellari,"Franco Nero, Sterling Hayden, Martin Balsam, Leo AnchÃ³riz, Romano Puppo","CIPI Cinematografica S.A, Compagnia Cinematografica Champion, TIT Filmproduktion"
1975-07-01,The Apple Dumpling Gang,6.5,0,36853000,"Comedy, Family, Western",,Norman Tokar,"Don Knotts, Tim Conway, Harry Morgan, Bill Bixby, Susan Clark",Walt Disney Productions
1975-04-29,"Aloha, Bobby and Rose",6.0,60000,35000000,"Drama, Romance, Action","volkswagen beetle, camaro, jensen interceptor, runaway couple, fugitive lovers",Floyd Mutrux,"Paul Le Mat, Dianne Hull, Tim McIntire, Leigh French, Martine Bartlett",Cine Artists International
1975-03-19,Tommy,6.4,5000000,34300000,Music,"christmas party, midnight movie, musical, satire, christmas tree, mute, pinball, rock opera, post war, cult leader, blindness, pinball machine, holiday camp, visually impaired person, christmas lights, cult of celebrity",Ken Russell,"Oliver Reed, Ann-Margret, Roger Daltrey, Elton John, Eric Clapton","Robert Stigwood Organization, Hemdale Film"
1975-06-25,Rollerball,6.201,0,30000000,"Action, Science Fiction","future, sports, dystopia, games, roller skating, future sport",Norman Jewison,"James Caan, John Houseman, Maud Adams, John Beck, Moses Gunn","United Artists, Algonquin"
1975-12-25,Lucky Lady,5.182,13000000,24441725,"Crime, Comedy","prohibition era, san diego, california, liquor, bootlegging, 1930s",Stanley Donen,"Liza Minnelli, Burt Reynolds, Gene Hackman, Robby Benson, John Hillerman",Gruskoff/Venture Films
1975-03-13,The Great Waldo Pepper,6.4,0,20642922,"Adventure, Drama","world war i, aerial combat, red baron, biplane, flying ace, barnstorming, fighter ace, stunt pilot, the red baron, airplane pilot",George Roy Hill,"Robert Redford, Bo Svenson, Bo Brundin, Susan Sarandon, Geoffrey Lewis",Universal Pictures
1975-06-10,Love and Death,7.556,3000000,20173742,"Comedy, War","napoleon bonaparte, duel, execution, napoleonic wars, wheat, 19th century, anarchic comedy",Woody Allen,"Woody Allen, Diane Keaton, Harold Gould, Olga Georges-Picot, Zvee Scooler",United Artists
1975-03-21,Escape to Witch Mountain,6.378,0,20000000,"Adventure, Fantasy, Science Fiction, Family","flying car, helicopter, attempt to escape, car crash, telekinesis, based on children's book, orphan siblings",John Hough,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann",Walt Disney Productions
1975-05-21,Breakout,6.3,1000000,16000000,"Action, Adventure, Thriller","prison, helicopter, mexico, escape, pilot, wrongful imprisonment, false accusations, corrupt official, man in drag, trying to escape, escape attempt, rescue operation",Tom Gries,"Charles Bronson, Robert Duvall, Jill Ireland, Randy Quaid, Sheree North",Columbia Pictures
1975-10-01,The Giant Spider Invasion,4.007,300000,15000000,"Horror, Science Fiction","small town, sheriff, wisconsin, spider, animal attack, giant spider, black hole, small town sheriff",Bill Rebane,"Steve Brodie, Barbara Hale, Robert Easton, Leslie Parrish, Alan Hale Jr.",Cinema Group 75
1975-05-21,The Eiger Sanction,6.125,0,14200000,"Action, Adventure, Drama","art collector, assassin, based on novel or book, hitman, espionage, secret intelligence service, switzerland, mountain climbing, alps mountains, swiss alps, spy ring, rock climbing, college professor, spy thriller, american southwest, art collection, art historian, retired assassin, monument valley, zion national park",Clint Eastwood,"Clint Eastwood, George Kennedy, Vonetta McGee, Jack Cassidy, Heidi BrÃ¼hl","Jennings Lang Productions, Universal Pictures, Malpaso Productions"
1975-06-25,Cooley High,6.8,750000,13000000,"Comedy, Drama","chicago, illinois, high school, cadillac, coming of age, friends",Michael Schultz,"Glynn Turman, Lawrence Hilton-Jacobs, Garrett Morris, Cynthia Davis, Corin Rogers",American International Pictures
1976-11-21,Rocky,7.786,1000000,225250402,Drama,"underdog, philadelphia, pennsylvania, transporter, love of one's life, italian american, sports, fight, independence, publicity, boxer, training, lovers, world champion, victory, surprise, boxing",John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith",Winkler Films
1976-07-01,To Fly!,6.2,0,120700000,Documentary,"flight, short film","Greg MacGillivray, Jim Freeman",Ellen Bry,MacGillivray Freeman Films
1976-09-08,King Kong,6.2,23000000,90614445,"Adventure, Fantasy","indigenous, giant snake, remake, giant animal, world trade center, manhattan, new york city, giant ape, indian ocean, king kong",John Guillermin,"Jeff Bridges, Jessica Lange, Charles Grodin, John Randolph, RenÃ© Auberjonois","Dino De Laurentiis Company, Paramount"
1976-12-17,A Star Is Born,5.968,6000000,80000000,"Drama, Music, Romance","rock star, romance, fame",Frank Pierson,"Barbra Streisand, Kris Kristofferson, Gary Busey, Oliver Clark, Venetta Fields","Barwood Films, Warner Bros. Pictures"
1976-04-09,All the President's Men,7.665,8500000,70600000,"Drama, History, Mystery, Thriller","newspaper, journalist, plan, washington dc, usa, shadowing, politics, burglar, fbi, wiretap, watergate scandal, based on true story, conspiracy, newspaper man, watergate",Alan J. Pakula,"Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam, Hal Holbrook",Wildwood Enterprises
1976-06-25,The Omen,7.394,2800000,60922980,"Horror, Thriller","ambassador, prophecy, monk, photography, nanny, paranormal phenomena, rottweiler, devil's son, revelation, anti-christ, decapitation, priest, cowardliness, baboon, archaeologist",Richard Donner,"Gregory Peck, Lee Remick, David Warner, Billie Whitelaw, Harvey Stephens","Mace Neufeld Productions, 20th Century Fox, Harvey Bernhard Productions"
1976-12-03,Silver Streak,6.721,6500000,51079064,"Comedy, Crime, Romance, Thriller","two man army, kansas, usa, train, theft, false accusations, semiautomatic pistol, sleeping car",Arthur Hiller,"Gene Wilder, Jill Clayburgh, Richard Pryor, Patrick McGoohan, Ned Beatty","Frank Yablans Presentations, Miller-Milkis Productions, 20th Century Fox"
1976-12-16,The Enforcer,6.769,9000000,46236000,"Crime, Action","san francisco, california, alcatraz prison, inspector, damage, magnum",James Fargo,"Clint Eastwood, Tyne Daly, Harry Guardino, Bradford Dillman, John Mitchum","Warner Bros. Pictures, Malpaso Productions"
1976-06-18,Midway,6.63,0,43220000,"Action, Drama, History, War","world war ii, u.s. navy, battle of midway, pacific war, soldier, american, pacific theater, sea battle, naval warfare, 1940s, naval battle",Jack Smight,"Charlton Heston, Henry Fonda, James Coburn, Glenn Ford, Hal Holbrook","The Mirisch Company, Universal Pictures"
1976-04-07,The Bad News Bears,6.9,9000000,42349782,"Family, Comedy","california, sports, baseball, coach, alcoholic, little league, kidsâ sports team",Michael Ritchie,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten, Ben Piazza",Paramount
1976-06-17,Silent Movie,6.522,4400000,36145695,Comedy,"screenplay, stuntman, slapstick comedy, mime, hollywood, silent film",Mel Brooks,"Mel Brooks, Marty Feldman, Dom DeLuise, Sid Caesar, Harold Gould",Crossbow Productions
1976-12-15,The Pink Panther Strikes Again,6.829,6000000,33833201,"Comedy, Crime","police, laughing gas",Blake Edwards,"Peter Sellers, Herbert Lom, Leonard Rossiter, Colin Blakely, Graham Stark","Amjo Productions, United Artists"
1976-06-23,Murder by Death,7.198,0,32511047,"Comedy, Crime, Mystery, Thriller","detective, butler, deaf-mute, guest, parody, murder, spoof, mansion, whodunit, cadaver, one night, sidekick, old mansion",Robert Moore,"Truman Capote, Alec Guinness, Peter Sellers, David Niven, Maggie Smith",Rastar Productions
